Time (index),Device 0 - Follower 0,Device 0 - Follower 1,Device 0 - Follower 2,Device 0 - Follower 3
0,1005,1013,1095,1098
1,1006,1014,1095,1098
2,1005,1013,1095,1098
3,1005,1013,1095,1098
4,1006,1013,1095,1098
5,1005,1013,1095,1098
6,1006,1013,1095,1097
7,1006,1014,1095,1097
8,1006,1014,1095,1097
9,1006,1013,1095,1098
10,1006,1013,1095,1097
11,1006,1013,1095,1097
12,1006,1013,1095,1098
13,1005,1013,1095,1097
14,1005,1013,1095,1098
15,1006,1013,1095,1098
16,1006,1013,1095,1098
17,1006,1013,1095,1098
18,1006,1014,1095,1098
19,1006,1013,1095,1098
20,1006,1014,1095,1098
21,1006,1014,1095,1098
22,1006,1014,1095,1097
23,1006,1014,1095,1098
24,1006,1014,1095,1098
25,1006,1014,1095,1098
26,1005,1014,1095,1097
27,1006,1014,1095,1098
28,1006,1014,1095,1098
29,1006,1014,1095,1098
30,1006,1014,1095,1098
31,1006,1014,1095,1098
32,1006,1014,1095,1098
33,1006,1014,1095,1098
34,1005,1014,1095,1098
35,1006,1014,1095,1097
36,1006,1014,1095,1098
37,1006,1014,1095,1097
38,1005,1013,1095,1098
39,1005,1013,1095,1098
40,1006,1013,1095,1098
41,1006,1013,1095,1098
42,1005,1013,1095,1098
43,1006,1014,1095,1097
44,1005,1013,1095,1097
45,1006,1013,1095,1097
46,1006,1013,1095,1097
47,1005,1013,1095,1098
48,1006,1013,1095,1098
49,1006,1013,1095,1097
50,1006,1013,1095,1098
51,1006,1014,1095,1097
52,1006,1014,1095,1098
53,1005,1013,1095,1098
54,1006,1014,1095,1097
55,1006,1014,1095,1098
56,1006,1014,1095,1097
57,1006,1014,1095,1098
58,1006,1014,1095,1098
59,1006,1015,1095,1098
60,1005,1014,1095,1098
61,1006,1014,1095,1098
62,1005,1015,1095,1097
63,1005,1015,1095,1098
64,1005,1015,1095,1098
65,1005,1015,1095,1098
66,1005,1014,1095,1098
67,1005,1015,1095,1097
68,1006,1015,1095,1098
69,1005,1015,1095,1098
70,1005,1014,1095,1098
71,1006,1014,1095,1098
72,1006,1015,1095,1097
73,1005,1015,1095,1098
74,1005,1014,1095,1098
75,1006,1015,1095,1098
76,1006,1014,1095,1098
77,1005,1014,1095,1098
78,1006,1014,1095,1097
79,1006,1014,1095,1098
80,1005,1015,1095,1098
81,1006,1014,1095,1098
82,1006,1014,1095,1097
83,1005,1014,1095,1097
84,1006,1014,1095,1098
85,1006,1014,1095,1098
86,1006,1014,1095,1098
87,1005,1014,1095,1097
88,1005,1015,1095,1097
89,1005,1014,1095,1098
90,1005,1014,1095,1098
91,1005,1014,1095,1098
92,1005,1015,1095,1097
93,1006,1014,1095,1098
94,1006,1014,1095,1098
95,1005,1014,1095,1098
96,1005,1014,1095,1098
97,1005,1014,1095,1098
98,1006,1015,1095,1097
99,1006,1014,1095,1098
100,1005,1014,1095,1098
101,1005,1014,1095,1097
102,1005,1015,1095,1098
103,1006,1015,1095,1097
104,1005,1015,1095,1098
105,1005,1014,1095,1097
106,1006,1014,1095,1098
107,1005,1014,1095,1097
108,1005,1014,1095,1098
109,1006,1014,1095,1098
110,1006,1015,1095,1097
111,1006,1014,1095,1097
112,1005,1014,1095,1098
113,1005,1014,1095,1097
114,1005,1014,1095,1098
115,1006,1014,1095,1097
116,1005,1014,1095,1097
117,1006,1014,1095,1098
118,1006,1014,1095,1097
119,1006,1015,1095,1097
120,1005,1014,1095,1098
121,1006,1014,1095,1098
122,1006,1014,1095,1098
123,1006,1014,1095,1098
124,1006,1014,1095,1098
125,1005,1014,1095,1097
126,1006,1014,1095,1098
127,1005,1014,1095,1097
128,1006,1014,1095,1098
129,1006,1015,1095,1098
130,1006,1014,1095,1097
131,1006,1014,1095,1098
132,1006,1014,1095,1097
133,1005,1014,1095,1097
134,1005,1013,1095,1098
135,1006,1014,1095,1098
136,1006,1014,1095,1098
137,1006,1013,1095,1098
138,1006,1014,1095,1097
139,1006,1013,1095,1097
140,1006,1013,1095,1097
141,1006,1013,1095,1097
142,1005,1013,1095,1097
143,1005,1013,1095,1097
144,1006,1012,1095,1098
145,1005,1013,1095,1098
146,1006,1013,1095,1098
147,1005,1013,1095,1098
148,1005,1013,1095,1097
149,1005,1013,1095,1098
150,1005,1012,1095,1097
151,1006,1013,1095,1098
152,1005,1013,1095,1098
153,1006,1013,1095,1097
154,1005,1013,1095,1097
155,1005,1013,1095,1098
156,1006,1013,1095,1098
157,1006,1013,1095,1098
158,1005,1013,1095,1097
159,1005,1013,1095,1097
160,1005,1012,1095,1097
161,1006,1013,1095,1097
162,1005,1012,1095,1097
163,1005,1013,1095,1098
164,1006,1013,1094,1097
165,1006,1013,1095,1097
166,1006,1013,1095,1097
167,1005,1013,1095,1098
168,1005,1013,1095,1098
169,1005,1013,1094,1097
170,1005,1014,1095,1098
171,1005,1012,1095,1098
172,1005,1013,1094,1097
173,1005,1013,1095,1097
174,1004,1013,1095,1098
175,1003,1013,1095,1098
176,1003,1013,1095,1097
177,1003,1013,1095,1098
178,1003,1013,1095,1098
179,1003,1013,1095,1098
180,1003,1013,1095,1097
181,1003,1014,1095,1098
182,1004,1013,1095,1097
183,1004,1013,1095,1097
184,1003,1013,1095,1098
185,1003,1013,1095,1097
186,1004,1013,1095,1097
187,1004,1013,1095,1098
188,1004,1016,1095,1098
189,1003,1013,1094,1097
190,1004,1013,1095,1097
191,1004,1012,1095,1098
192,1004,1013,1095,1097
193,1004,1013,1095,1097
194,1004,1014,1095,1097
195,1005,1014,1095,1097
196,1004,1013,1095,1097
197,1005,1013,1095,1098
198,1004,1013,1095,1097
199,1005,1013,1095,1097
200,1005,1013,1095,1097
201,1005,1013,1095,1097
202,1004,1012,1095,1097
203,1005,1013,1095,1097
204,1005,1013,1095,1097
205,1004,1013,1094,1097
206,1005,1013,1095,1097
207,1005,1013,1095,1097
208,1005,1013,1095,1097
209,1006,1014,1095,1097
210,1005,1013,1095,1097
211,1005,1013,1095,1097
212,1005,1013,1095,1097
213,1005,1013,1095,1097
214,1005,1013,1095,1097
215,1005,1013,1095,1098
216,1005,1013,1095,1097
217,1005,1013,1095,1097
218,1005,1013,1095,1097
219,1006,1013,1095,1097
220,1005,1013,1095,1097
221,1006,1013,1095,1097
222,1006,1014,1095,1097
223,1006,1013,1095,1097
224,1006,1014,1095,1097
225,1005,1014,1095,1097
226,1006,1013,1095,1097
227,1006,1013,1095,1097
228,1006,1013,1095,1097
229,1007,1013,1095,1097
230,1006,1013,1095,1097
231,1006,1013,1095,1098
232,1007,1013,1095,1097
233,1006,1013,1094,1098
234,1006,1013,1095,1098
235,1006,1013,1094,1097
236,1006,1013,1095,1097
237,1005,1013,1095,1097
238,1005,1013,1095,1097
239,1004,1013,1095,1097
240,1004,1013,1095,1097
241,1004,1013,1095,1097
242,1004,1013,1095,1097
243,1005,1013,1095,1097
244,1004,1013,1095,1097
245,1004,1013,1095,1097
246,1004,1013,1095,1097
247,1004,1013,1095,1097
248,1005,1013,1095,1097
249,1005,1013,1095,1097
250,1005,1013,1095,1097
251,1005,1013,1095,1097
252,1005,1013,1095,1097
253,1005,1013,1095,1097
254,1005,1014,1095,1097
255,1005,1013,1095,1097
256,1005,1014,1095,1097
257,1005,1014,1095,1097
258,1005,1014,1095,1097
259,1005,1014,1095,1097
260,1005,1013,1095,1097
261,1005,1014,1095,1097
262,1005,1013,1095,1097
263,1005,1014,1095,1098
264,1006,1014,1094,1097
265,1005,1014,1094,1097
266,1005,1013,1095,1097
267,1005,1014,1095,1097
268,1005,1013,1094,1097
269,1005,1014,1095,1097
270,1004,1014,1095,1097
271,1005,1013,1095,1097
272,1004,1014,1095,1097
273,1004,1013,1095,1097
274,1004,1014,1095,1097
275,1004,1013,1094,1097
276,1005,1014,1094,1097
277,1005,1013,1095,1097
278,1004,1014,1095,1097
279,1004,1014,1095,1097
280,1004,1014,1095,1097
281,1004,1014,1095,1097
282,1004,1014,1094,1097
283,1004,1013,1095,1097
284,1004,1014,1095,1097
285,1004,1013,1095,1097
286,1004,1013,1095,1097
287,1005,1013,1095,1097
288,1005,1014,1095,1097
289,1004,1013,1095,1097
290,1004,1013,1095,1097
291,1005,1013,1095,1097
